"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"107",2.38105666666667,7.12967777777778,6.32643605029784,9.72910776708389e-05,0.0070830754615887,1.78022952614453
"108",2.17431333333333,7.52018888888889,6.32371697166379,9.76254858097796e-05,0.00708382121333674,1.77687671457858
"109",2.19586333333333,7.25593555555556,6.26459388439286,0.000105212766721089,0.00725997402853063,1.70370126263538
"110",2.356425,6.90886333333333,6.25270140173871,0.000106814597169178,0.00728190536187633,1.68891907320314
"111",2.04695,7.12430333333333,6.2476056635166,0.000107509003825348,0.00731101341312299,1.68257865953962
"112",2.331805,6.31133,6.22386999842915,0.00011080841698661,0.00741151231936534,1.65299406173264
"113",2.14989166666667,6.88588777777778,6.22185782240592,0.00011109311141077,0.00741151231936534,1.65048215867166
"114",2.40512833333333,4.97171555555556,6.17860165946182,0.000117408317490178,0.00757886630315877,1.59633605168246
"115",2.98666666666666,6.11142777777778,6.09149187619746,0.000131334432521933,0.00803427003293227,1.48643917815584
"116",2.12268,5.71825333333333,6.08327943346382,0.00013273653479795,0.00805479471706761,1.47601916132759
"117",2.125945,6.60760666666667,6.07042205265394,0.000134964214807217,0.00807579015382036,1.45968503806139
"118",2.12805333333333,7.60338888888889,6.06997435204485,0.000135042507231986,0.00807579015382036,1.45911582295833
"119",2.09967,6.79483666666667,6.04243421005577,0.00013995418062504,0.00820202987063131,1.42404214445024
"120",2.00069666666667,7.87574777777778,6.04167646711686,0.000140092017301845,0.00820202987063131,1.42307549106222
"121",2.25142833333333,9.19760222222222,6.04157931574502,0.000140109700143392,0.00820202987063131,1.42295154863999
"122",2.51332166666666,7.79466444444444,6.0312311563965,0.00014200706511268,0.00824228904993182,1.40974148476686
"123",2.24480833333333,6.59235888888889,6.02824130495179,0.000142560411866155,0.00825644198476055,1.40592171630053
"124",2.05978,5.91442,6.0266423192422,0.000142857298595976,0.00825644198476055,1.40387832802461
"125",2.15003,6.64167333333333,6.00325559082641,0.000147276640246202,0.00833576636176097,1.37394720839624
"126",2.23744,5.82360333333333,5.97826945566295,0.000152161710713694,0.00847193638825988,1.34187681908191
"127",2.05889833333333,6.01198888888889,5.97545981854769,0.000152721864118777,0.00849447397832568,1.33826460227762
"128",2.18785166666667,6.04095777777778,5.9569318104162,0.00015647192063302,0.00858892620385912,1.31441376745033
"129",2.26374666666667,6.30215111111111,5.89750981481032,0.000169184288299568,0.00876880227723111,1.23756558931432
"130",2.53439833333333,5.11527222222222,5.89740146470879,0.00016920846068405,0.00876880227723111,1.23742496898274
"131",2.58311333333333,7.26216222222222,5.8732860037251,0.000174682267711936,0.00888442138339545,1.20608219261493
"132",2.91359666666667,6.42989111111111,5.87031945724592,0.000175368698282398,0.00889451166845096,1.20222039958947
"133",2.427985,5.60863,5.82793148052853,0.000185500966550614,0.00908431426822527,1.14689238315017
"134",2.12062333333333,9.16344222222222,5.78710987348825,0.000195857202136563,0.00933172324372171,1.09334670439605
"135",2.14781,7.59674,5.78680703382155,0.000195936319776726,0.00933172324372171,1.0929485069522
"136",3.50757833333333,7.30264555555556,5.77951924699829,0.000197850692063738,0.00938203520258879,1.08336167060699
"137",2.037355,7.46715333333333,5.77440956822425,0.000199204923082107,0.00939735044824348,1.07663515899802
"138",2.263665,6.88524,5.75023704205544,0.000205748152146379,0.00949983035377741,1.04475901544071
"139",2.67175,6.47628666666667,5.73660012521981,0.000209541319049285,0.00955518900668862,1.02673615177653
"140",2.26648666666667,5.99915777777778,5.71647905571572,0.000215276238975433,0.00964772816883756,1.00009099784343
"141",2.03689833333333,9.53770555555556,5.70313555386752,0.00021917245883902,0.00974248307888084,0.982386320347031
"142",2.00996666666666,6.63613111111111,5.68122856754379,0.000225734722481886,0.00985006783621516,0.953259290155358
"143",2.20424,9.42,5.66106032542897,0.000231963340645731,0.00993933828354651,0.926378084179239
"144",2.999895,6.99095333333333,5.65440302134384,0.000234059731715799,0.00995117871816587,0.917491015441449
"145",2.02571833333333,6.32356222222222,5.63576485656226,0.000240038082604731,0.0099943773893402,0.892573577680681
"146",2.52905833333333,5.02100222222222,5.63495796058114,0.000240300584046636,0.0099943773893402,0.891493613489931
